age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
21,female,diploma,01.09,yes,6.1,average,self-study,medium,moderate,45.7
20,female,b.tech,0.45,yes,9.6,good,online videos,medium,easy,53.5
18,female,diploma,6.74,yes,8.9,average,coaching,high,moderate,78.1
24,female,bba,5.61,yes,9.8,average,self-study,high,moderate,100
17,other,bba,1.4,yes,8.6,poor,mixed,high,moderate,59.4
18,male,diploma,5.44,yes,8.3,average,coaching,low,easy,70.5
18,female,bca,2.64,yes,7.6,average,coaching,high,moderate,73.7
19,male,b.sc,0.45,yes,8.8,average,group study,high,moderate,42.9
18,female,diploma,1.83,yes,5.9,good,self-study,high,easy,56.4
17,female,b.sc,06.05,yes,4.4,good,coaching,medium,moderate,76.6
22,male,ba,3.13,yes,6.2,average,online videos,low,moderate,47.4
24,other,bba,4.36,yes,8.6,average,self-study,high,moderate,76
17,male,b.sc,01.09,yes,4.6,average,mixed,low,easy,19.599
19,male,bba,0.74,yes,9.4,average,mixed,medium,easy,69.5
21,female,bba,1.91,yes,7.2,poor,coaching,low,easy,36.7
24,other,diploma,3.78,yes,8.8,average,self-study,high,hard,56.1
22,male,diploma,6.78,yes,7.1,average,mixed,low,moderate,81.5
23,female,b.com,6.11,yes,9,average,coaching,high,moderate,100
21,female,bba,1.28,yes,9.9,good,self-study,low,moderate,35.6
20,other,bca,0.57,yes,8.9,average,self-study,low,moderate,38.1
18,male,b.tech,1.8,yes,9.3,good,online videos,high,moderate,80.9
23,male,bba,6.82,no,8.9,average,mixed,medium,moderate,82.3
23,female,diploma,4.13,yes,6.7,average,mixed,high,moderate,64.6
17,male,b.tech,6.46,yes,6.1,poor,mixed,medium,moderate,52.8
22,other,bca,2.96,yes,7.4,average,self-study,medium,easy,44.4
17,male,b.tech,4.72,yes,5.2,good,self-study,medium,moderate,78.2
22,female,b.com,4.76,yes,6.6,good,coaching,low,moderate,59.9
23,male,bca,05.01,yes,4.8,average,mixed,high,easy,74.8
18,other,diploma,3.76,yes,5.8,poor,self-study,medium,moderate,45
20,female,bca,1.91,yes,8.2,good,self-study,medium,easy,64.7
17,male,bca,3.43,yes,4.4,poor,coaching,low,moderate,57.3
21,male,b.sc,7.8,yes,9.5,good,mixed,medium,moderate,96.3
24,male,bca,2.18,no,4.3,poor,online videos,medium,moderate,32.1
17,male,bba,5.8,yes,5.5,good,coaching,high,moderate,97.9
20,other,diploma,7.56,no,9.7,good,mixed,medium,moderate,87
24,female,bba,4.53,no,9.2,average,coaching,low,moderate,61.9
19,other,b.tech,3.91,yes,4.6,good,mixed,high,moderate,59.1
18,male,ba,0.97,no,9.2,average,coaching,low,moderate,63.8
20,other,bca,06.03,yes,9.1,good,online videos,high,hard,61.3
21,female,bca,7.29,yes,6.9,poor,online videos,high,hard,79.4
22,female,b.com,7.85,yes,9.2,average,mixed,low,hard,100
19,other,b.sc,1.61,yes,6.9,average,group study,high,easy,32
24,other,diploma,7.36,yes,4.9,good,coaching,low,moderate,85.9
21,other,bca,2.96,yes,5.4,good,coaching,medium,moderate,49
19,other,diploma,4.95,yes,6,good,online videos,low,moderate,77.6
24,female,bba,1.79,yes,6,good,self-study,medium,moderate,37.3
24,other,bca,1.99,no,8.4,good,online videos,medium,moderate,61.9
20,other,b.com,4.95,yes,5.3,poor,group study,medium,hard,62
17,other,bca,3.88,yes,8.5,poor,coaching,medium,hard,52.3
21,female,ba,7.72,yes,7.3,good,self-study,medium,moderate,82.5
21,male,bca,2.12,no,7.6,poor,self-study,medium,moderate,30.3
18,female,b.sc,07.02,yes,8.3,good,mixed,low,moderate,57.6
22,male,b.com,3.68,yes,8.7,average,group study,low,easy,39.7
23,male,b.sc,01.08,yes,6.3,average,self-study,medium,easy,62.1
17,female,b.com,1.91,no,8.1,poor,coaching,low,easy,55
22,female,bca,06.05,yes,4.3,average,group study,low,moderate,69.7
18,female,b.tech,6.61,yes,8.6,poor,online videos,low,easy,54.5
22,other,bca,0.32,yes,8.6,good,self-study,low,hard,38.1
20,other,bca,3.28,yes,9.8,average,self-study,low,moderate,60.8
17,female,bba,3.95,yes,5.1,poor,self-study,medium,moderate,72.2
24,female,bba,4.92,yes,4.8,good,group study,high,moderate,71.3
18,other,b.tech,5.2,yes,9.5,poor,self-study,low,moderate,66.6
21,male,bba,6.64,yes,6,poor,group study,low,hard,58.3
18,other,b.sc,2.19,yes,7.6,good,group study,high,hard,60.4
24,other,b.sc,0.9,yes,9.7,good,self-study,medium,moderate,45.4
22,other,diploma,1.49,yes,8.1,good,mixed,medium,hard,61.6
23,male,bba,7.49,yes,5.6,good,coaching,high,hard,87.8
20,female,diploma,4.37,yes,4.8,poor,online videos,low,easy,67
20,other,ba,1.75,no,6.1,average,online videos,medium,moderate,39.9
22,male,b.com,6.29,yes,8,poor,mixed,low,moderate,59.5
23,male,diploma,4.7,yes,9.7,average,mixed,low,easy,62.4
23,female,bba,2.94,no,4.4,poor,self-study,high,moderate,50.1
17,female,diploma,0.15,yes,6.6,good,mixed,high,moderate,52.2
22,other,b.tech,6.26,yes,8.8,average,mixed,high,moderate,84.5
17,female,ba,5.74,yes,9.2,poor,mixed,medium,moderate,79.8
19,other,bca,2.1,yes,9.1,poor,online videos,low,hard,38.8
23,male,bca,2.12,yes,8.7,poor,group study,medium,easy,62.6
19,female,bca,2.17,yes,5.1,poor,self-study,low,hard,37
23,male,b.sc,5.36,yes,6.1,poor,mixed,low,moderate,67
20,male,ba,2.35,yes,7.5,average,mixed,high,hard,59.2
18,male,b.tech,2.48,yes,4.8,poor,online videos,low,hard,27.2
19,other,bca,03.01,yes,6.4,good,group study,low,easy,64.7
21,female,bba,7.84,yes,5.3,poor,group study,low,moderate,97.1
23,male,b.sc,3.68,yes,5.8,average,online videos,medium,moderate,53.1
21,male,bca,03.02,yes,8.8,good,group study,medium,moderate,72.5
24,female,bca,3.76,yes,8.1,good,coaching,high,moderate,93.8
23,other,b.tech,5.75,yes,4.1,poor,online videos,high,moderate,72.7
23,other,b.tech,07.07,yes,9.6,good,mixed,low,moderate,89.4
21,male,b.sc,7.91,yes,7.2,average,group study,medium,easy,73.7
19,other,b.tech,3.89,yes,7.9,good,group study,medium,hard,77
20,female,ba,3.68,no,7.7,average,online videos,high,moderate,81.5
17,other,diploma,2.64,yes,4.4,good,self-study,low,moderate,39.5
19,male,b.tech,6.23,yes,9.3,average,coaching,high,hard,84.9
24,female,bba,5.24,yes,8.1,poor,online videos,high,hard,71.5
20,other,b.com,2.91,yes,5.5,good,self-study,low,easy,71
17,male,bca,4.15,yes,4.5,good,online videos,low,moderate,46.7
22,other,ba,1.65,yes,9.9,poor,coaching,high,moderate,66.7
24,male,bba,5.55,yes,9.6,poor,mixed,low,moderate,85.8
23,other,diploma,02.02,yes,8.3,good,online videos,high,moderate,48.3
19,other,b.tech,2.8,yes,7.2,average,group study,high,easy,62.4
20,other,b.com,0.54,yes,7.6,poor,coaching,high,easy,23.1
21,other,b.sc,1.76,yes,7,good,self-study,low,moderate,68.1
18,male,b.sc,1.56,yes,9.2,good,self-study,low,moderate,34.7
19,female,bba,5.88,yes,8.4,good,online videos,low,moderate,52.9
18,other,b.tech,5.56,yes,4.4,average,mixed,low,moderate,88.4
24,male,b.com,4.31,yes,6,good,group study,high,easy,64.7
22,male,b.tech,3.1,yes,8.3,poor,online videos,low,easy,43.7
23,male,bba,7.12,yes,9.9,poor,coaching,high,hard,85.4
23,other,bca,07.07,yes,8.6,good,group study,high,hard,88.9
24,male,ba,4.82,no,7,average,mixed,medium,moderate,70.9
17,female,ba,5.26,yes,8.6,average,coaching,medium,moderate,78.5
24,female,ba,6.37,yes,8.3,average,mixed,low,moderate,70.8
17,female,b.sc,5.78,yes,8.3,poor,online videos,medium,moderate,82.2
20,other,b.com,1.8,yes,9.7,poor,group study,high,hard,52.4
21,other,diploma,04.03,yes,7.7,good,group study,low,moderate,50.4
19,female,b.tech,1.22,yes,7.1,good,coaching,high,moderate,56
18,other,bca,6.48,yes,8.5,poor,coaching,medium,moderate,59.4
18,male,b.sc,5.23,yes,9.3,average,mixed,medium,moderate,91.5
23,other,b.tech,7.83,yes,7.8,good,self-study,low,easy,62.6
19,male,b.sc,01.09,yes,4.1,good,self-study,low,hard,23.6
19,male,b.sc,04.08,yes,4.4,good,online videos,medium,easy,52.6
24,male,b.com,5.79,yes,9,good,online videos,medium,moderate,100
18,male,bca,6.94,yes,7,poor,mixed,medium,moderate,64.4
24,other,diploma,6.83,yes,9.9,poor,group study,low,moderate,80.5
24,male,bba,1.62,yes,5.3,average,self-study,high,moderate,40.7
21,other,b.sc,7.86,yes,8.2,poor,self-study,medium,hard,74.5
18,female,diploma,7.85,yes,6.5,good,mixed,high,moderate,100
18,male,bca,7.75,yes,4.1,poor,coaching,medium,easy,86.7
19,female,b.tech,4.91,yes,6.2,good,self-study,medium,easy,83
21,male,b.com,6.66,yes,5.2,poor,self-study,low,easy,59.7
18,male,bca,0.61,yes,7.3,good,coaching,low,easy,62.5
20,female,b.tech,02.04,yes,9.2,poor,mixed,medium,hard,32.9
17,other,b.tech,0.74,yes,9.9,poor,group study,low,moderate,38.9
21,female,bba,04.04,yes,7.3,poor,coaching,low,moderate,60.6
17,male,b.com,7.72,yes,9.6,good,self-study,medium,moderate,91.9
22,other,ba,5.19,yes,9.2,good,self-study,high,moderate,87.4
17,other,bca,3.69,yes,5.2,poor,group study,medium,moderate,56.6
18,male,ba,6.34,yes,4.2,poor,group study,low,hard,67.7
18,other,bba,4.4,yes,9.2,good,group study,medium,easy,63.1
23,other,b.tech,3.66,yes,7.4,good,mixed,low,moderate,46
17,female,b.tech,05.03,yes,8.7,good,mixed,medium,moderate,67.5
20,male,b.sc,04.09,yes,7.9,good,mixed,low,easy,81.5
21,female,b.sc,5.13,yes,5.4,average,coaching,high,moderate,72.3
21,female,b.com,6.42,yes,6.7,good,mixed,high,moderate,89.9
22,male,bca,3.7,yes,6.1,good,group study,medium,moderate,49.7
23,male,b.sc,3.32,yes,8.2,average,coaching,high,moderate,68.2
20,male,b.tech,4.47,yes,4.3,average,self-study,high,moderate,77.2
23,male,b.sc,7.24,yes,6.7,average,online videos,medium,moderate,75.2
19,other,b.com,3.38,yes,5.5,good,online videos,low,moderate,61.7
24,male,b.sc,6.78,yes,8.2,poor,self-study,low,easy,70.2
21,female,b.sc,4.94,yes,6.8,average,mixed,high,easy,64.8
22,female,bba,0.1,yes,8.2,good,online videos,medium,easy,60
24,male,b.tech,3.81,yes,8.8,poor,self-study,medium,moderate,56.2
23,other,b.sc,1.68,yes,8.6,average,online videos,low,hard,31
23,other,bca,1.2,no,9.5,average,mixed,medium,moderate,50.3
21,female,b.tech,1.88,yes,4.6,poor,group study,medium,easy,38.9
17,other,b.tech,5.7,yes,4.5,poor,self-study,medium,easy,57.6
20,male,b.tech,05.02,no,5.4,average,self-study,medium,moderate,61.1
18,other,ba,4.29,yes,6.7,poor,coaching,high,easy,56.1
24,other,bba,3.96,yes,7,average,group study,high,moderate,59.8
18,female,bba,3.11,yes,9.4,good,online videos,low,easy,59.7
18,other,bba,07.09,yes,9.9,average,online videos,low,moderate,69.4
18,other,b.tech,7.46,no,6,good,mixed,medium,moderate,85.2
22,female,b.com,6.12,yes,9.7,average,group study,medium,hard,100
21,male,bba,2.31,yes,5.5,average,self-study,medium,moderate,32.2
24,male,bba,7.31,no,5.1,poor,coaching,low,easy,72.4
20,male,b.com,6.55,yes,8.1,average,mixed,low,moderate,77.9
19,male,bca,0.99,yes,6.3,poor,mixed,high,moderate,50.4
17,other,bca,2.73,yes,8.8,good,group study,high,moderate,59.5
17,male,bca,2.62,yes,9.4,poor,self-study,high,moderate,64
19,other,bca,5.84,yes,7.4,poor,mixed,low,hard,66.8
24,male,diploma,4.19,no,9.2,average,mixed,medium,easy,59.7
21,female,bca,2.14,yes,5.9,good,mixed,high,easy,68
24,female,bba,1.85,yes,4.4,good,coaching,medium,moderate,64.2
17,male,b.com,3.66,yes,7.3,average,coaching,low,easy,67.3
17,male,b.com,5.33,yes,9.8,average,mixed,low,easy,63.5
23,male,bca,04.07,yes,7.7,average,mixed,medium,moderate,77.1
17,male,b.com,02.09,yes,8.4,good,mixed,high,moderate,62.5
17,other,bba,4.96,yes,9.5,good,coaching,low,easy,100
20,female,ba,7.91,yes,8.7,poor,online videos,medium,moderate,73.8
24,other,b.com,1.41,yes,7.6,good,group study,high,hard,53.2
22,other,ba,4.23,yes,8.9,poor,coaching,low,easy,91.6
17,female,b.tech,03.01,yes,6,good,group study,low,moderate,43.6
23,other,bba,1.75,yes,7.5,average,coaching,high,hard,52.2
23,male,b.tech,7,yes,9.3,good,self-study,high,easy,97.6
23,female,b.tech,7.66,yes,6.5,average,self-study,medium,moderate,62.4
24,female,b.sc,2.8,yes,8.9,poor,online videos,low,easy,53
18,female,ba,2.78,yes,8.4,poor,self-study,medium,easy,37.1
24,other,b.com,0.73,no,6,poor,coaching,medium,hard,32.3
19,other,diploma,4.94,yes,7.9,good,coaching,low,moderate,74.9
23,female,diploma,0.21,yes,6.6,good,coaching,low,moderate,46.7
21,male,b.com,3.97,yes,6.1,good,group study,high,easy,59
23,female,diploma,1.22,yes,8.2,average,mixed,medium,moderate,38.9
22,other,b.tech,5.38,yes,4.9,average,online videos,high,moderate,74.8
22,other,b.sc,7.43,no,8,good,coaching,low,moderate,90.5
21,other,b.com,0.71,yes,4.9,poor,self-study,high,easy,39.5
23,male,diploma,6.22,yes,6.9,good,group study,high,easy,100
22,male,ba,6.64,yes,8.6,average,self-study,high,moderate,89.9
18,female,bba,1.41,yes,8,poor,coaching,high,easy,67.9
23,female,bba,7.38,yes,6.3,good,coaching,high,moderate,82.3
21,female,ba,4.97,yes,6.7,poor,online videos,medium,moderate,55.5
19,other,diploma,4.28,yes,5.5,poor,group study,medium,hard,47.9
21,female,diploma,5.37,yes,6.5,good,online videos,medium,moderate,83.9
24,female,ba,2.3,yes,9.4,poor,self-study,medium,moderate,48.8
23,other,bba,0.2,yes,9.1,good,group study,medium,moderate,44.9
23,female,bba,3.54,yes,4.6,poor,mixed,high,moderate,45.6
20,female,bba,5.95,yes,5.1,good,group study,high,moderate,79.1
23,male,b.tech,7.35,yes,4.2,poor,self-study,low,easy,75.6
20,female,b.sc,3.44,yes,6.5,poor,online videos,medium,easy,58
22,female,diploma,2.11,yes,9,poor,mixed,low,easy,34.3
22,male,b.sc,01.05,yes,7.5,average,mixed,high,moderate,48.2
18,male,bba,7.48,no,5.4,good,coaching,medium,moderate,97.1
19,other,diploma,1.85,yes,6.4,poor,self-study,high,hard,25.2
17,male,bba,7.29,yes,4.6,poor,online videos,medium,easy,74.7
18,male,b.sc,1.47,no,6.3,average,group study,medium,easy,25.6
20,male,diploma,0.15,yes,6.2,average,online videos,medium,moderate,50.1
20,male,b.tech,1.79,yes,5.6,average,group study,medium,hard,44
18,female,bca,3.94,yes,5.3,poor,self-study,low,moderate,53.7
20,female,b.sc,2.79,yes,5.3,poor,online videos,low,moderate,39.4
21,female,bba,7.26,yes,4.9,average,mixed,high,moderate,100
18,female,ba,4.36,yes,4.8,good,online videos,medium,moderate,59.4
19,female,ba,0.94,yes,9.9,good,self-study,medium,moderate,42.3
19,other,b.com,5,yes,7.9,poor,online videos,medium,hard,47.4
21,male,ba,3.11,yes,7.8,poor,mixed,medium,hard,39.1
19,other,diploma,5.43,yes,6.4,good,group study,medium,hard,61.5
22,male,bca,6.29,yes,5,poor,online videos,medium,hard,76.8
19,other,b.com,7.88,yes,6.9,good,online videos,low,moderate,94.1
20,female,diploma,4.61,yes,6.3,good,online videos,high,moderate,65.6
20,female,diploma,2.93,yes,5.5,good,online videos,medium,moderate,60.3
18,male,bba,3.47,yes,8.6,poor,coaching,high,easy,71.6
22,female,bba,3.22,yes,5.4,good,group study,low,easy,52.3
18,female,b.tech,3.6,yes,8.3,poor,group study,low,easy,48.5
19,other,ba,0.24,yes,4.8,good,coaching,low,easy,26.5
23,male,b.sc,1.98,no,7,good,online videos,low,moderate,37
24,female,b.sc,7.9,no,8.1,average,self-study,medium,moderate,90.6
22,other,diploma,7.42,yes,8.1,average,coaching,high,hard,95.5
24,other,b.sc,0.39,no,9.9,average,group study,low,moderate,28.1
23,other,bba,7.84,yes,6.7,good,coaching,high,moderate,100
20,female,diploma,6.34,yes,6.3,good,online videos,low,hard,92.7
23,other,bba,0.08,yes,8.5,poor,group study,low,moderate,19.599
19,male,bca,7.31,yes,4.4,poor,coaching,medium,easy,73.3
20,other,bca,7.68,yes,7,average,self-study,low,moderate,100
21,female,ba,05.03,no,9.2,average,mixed,high,moderate,64.5
24,female,diploma,6.31,yes,5.6,average,mixed,high,hard,61.6
23,male,diploma,2.66,yes,7,poor,coaching,medium,easy,55.3
20,female,b.com,4.58,yes,5,poor,group study,high,hard,56.4
22,male,bca,5.85,yes,9.7,poor,online videos,high,easy,74.9
18,other,b.sc,4.49,yes,9.1,poor,group study,high,moderate,78.8
23,male,b.tech,2.44,no,8.6,poor,mixed,high,moderate,47.3
21,female,ba,5.19,yes,4.9,good,self-study,low,moderate,62.1
21,male,bba,6.71,no,7,good,coaching,high,moderate,88.8
23,female,bba,6.69,yes,5.3,average,coaching,low,easy,80.9
22,female,bca,01.06,yes,9.5,good,self-study,low,easy,29.2
17,male,b.com,3.56,yes,9.6,good,online videos,low,easy,63.7
19,other,bca,0.31,yes,8.4,average,mixed,low,hard,45.2
18,other,diploma,05.06,yes,7.9,poor,group study,high,moderate,70.5
22,female,b.tech,1.94,yes,5.5,average,self-study,medium,hard,39.6
17,male,ba,7.44,yes,4.4,average,online videos,high,moderate,77.6
18,other,b.sc,4.95,yes,9,poor,coaching,medium,moderate,54.2
21,other,bba,3.2,yes,5.4,poor,self-study,low,easy,30.3
22,female,b.com,5.85,yes,5.6,good,self-study,low,moderate,75.2
21,female,b.sc,1.66,yes,5.5,poor,mixed,medium,moderate,59.9
23,male,b.sc,0.73,yes,6.1,poor,mixed,low,moderate,34.7
24,female,b.com,0.7,yes,5.9,good,self-study,low,moderate,19.599
18,male,b.tech,4.66,yes,5.5,poor,self-study,high,moderate,91.4
24,female,b.tech,7.11,yes,4.8,good,coaching,medium,moderate,95.3
21,other,bba,1.78,yes,8.7,average,self-study,high,moderate,47.6
22,female,diploma,06.08,yes,9.7,average,self-study,low,easy,79.5
17,female,ba,0.3,yes,4.9,poor,group study,high,moderate,40.3
21,other,diploma,2.83,yes,7.5,good,self-study,high,moderate,57.8
22,other,b.sc,5.23,yes,6.6,average,mixed,medium,easy,55.5
21,male,diploma,6.61,yes,6.7,average,self-study,low,hard,88.7
17,male,bba,7.55,yes,8.5,poor,self-study,medium,easy,71.3
21,male,bca,05.06,yes,8.5,good,group study,medium,moderate,59.9
24,other,b.tech,3.7,yes,4.4,good,self-study,low,moderate,58.9
22,female,bba,0.49,yes,9.4,good,group study,medium,moderate,68.7
18,other,b.com,2.21,yes,4.1,poor,self-study,low,moderate,46.2
24,female,diploma,7.38,yes,6.6,poor,coaching,medium,easy,95.7
24,other,bca,4.66,yes,4.6,average,coaching,medium,moderate,59.1
18,other,diploma,2.74,yes,8,poor,coaching,low,hard,39.3
23,male,diploma,1.99,yes,6.5,good,online videos,high,moderate,53.4
20,other,bca,0.91,yes,4.8,average,coaching,high,hard,55.7
21,other,b.sc,06.01,no,6,good,coaching,medium,hard,100
20,male,b.sc,3.3,yes,5.6,good,coaching,medium,moderate,70.6
23,female,diploma,7.49,yes,7.9,poor,coaching,medium,moderate,99.1
24,other,bba,3.64,yes,8,average,online videos,high,easy,71.9
23,other,diploma,6.55,yes,7.3,poor,self-study,medium,moderate,66.9
24,female,bca,01.04,yes,8.7,average,self-study,high,hard,65.1
24,female,bba,1.21,yes,4.1,good,self-study,medium,moderate,63.8
17,male,b.sc,2.19,yes,7.9,average,self-study,high,moderate,61.6
19,female,diploma,1.53,yes,7.9,poor,online videos,medium,easy,33.2
22,female,b.sc,7.81,yes,6.8,poor,mixed,low,moderate,93.9
21,female,b.sc,6.47,yes,9,good,coaching,low,easy,100
17,male,b.sc,2.79,yes,4.4,poor,mixed,low,easy,28.1
17,other,b.tech,4.16,yes,8.6,poor,mixed,medium,moderate,63.7
21,female,b.com,4.27,yes,5.9,average,online videos,low,hard,52.3
21,male,bca,4.86,yes,4.2,poor,coaching,low,moderate,69.1
18,female,diploma,0.83,yes,4.1,average,self-study,low,moderate,49.9
18,female,ba,2.79,no,5.5,good,online videos,low,moderate,45.4
18,male,b.com,0.69,yes,7.5,average,coaching,low,moderate,59.9
21,female,b.com,7.35,yes,7.7,good,group study,low,moderate,73
17,other,diploma,3.23,yes,4.7,poor,coaching,high,hard,37.6
21,other,b.tech,5.82,yes,5.7,average,mixed,high,moderate,93.3
20,male,b.tech,7.37,no,4.6,poor,self-study,medium,moderate,61.7
20,female,b.tech,2.48,yes,9,good,mixed,low,moderate,46.8
22,female,diploma,0.7,yes,9.1,poor,online videos,medium,moderate,46.3
21,other,b.tech,2.69,yes,5.2,average,self-study,low,moderate,41.8
22,other,diploma,5.37,yes,9.4,poor,self-study,low,moderate,41.8
23,female,b.sc,4,yes,4.5,poor,coaching,high,hard,58
24,male,ba,0.6,yes,7.2,good,self-study,high,moderate,50.4
23,female,diploma,0.56,no,8.3,good,mixed,low,moderate,55.8
21,male,b.tech,5.6,yes,6.4,good,self-study,high,easy,93.8
20,other,b.sc,5.89,no,4.6,good,online videos,high,hard,94.1
18,other,bca,0.88,yes,8.6,poor,self-study,medium,moderate,23.9
21,other,bca,6.36,yes,8.7,good,group study,high,easy,99.3
18,female,diploma,2.76,yes,6,average,online videos,high,moderate,69.3
24,other,b.tech,0.55,no,4.1,poor,group study,high,easy,23.4
23,female,bca,2.67,yes,9.5,good,mixed,medium,easy,63.4
17,female,b.com,5.84,yes,4.5,poor,group study,medium,moderate,55.9
23,other,ba,5.25,yes,5.6,poor,online videos,medium,easy,48.6
17,male,diploma,3.85,yes,6.6,poor,mixed,low,moderate,46.2
22,other,diploma,2.24,yes,6.7,poor,online videos,medium,moderate,41.5
17,other,b.sc,3.34,yes,7.1,average,group study,high,easy,53.4
20,female,ba,03.05,yes,5.3,average,group study,low,moderate,55.2
22,male,b.sc,3.12,yes,6.3,good,online videos,low,moderate,51.6
22,other,bba,3.92,yes,9.6,good,mixed,low,moderate,61.3
20,male,bca,3.64,yes,9.3,good,mixed,medium,hard,71.9
24,other,b.com,0.82,yes,4.5,poor,self-study,medium,hard,37.1
23,other,b.tech,2.32,yes,8.7,good,online videos,low,moderate,52.6
18,female,b.tech,01.03,no,7.3,good,group study,medium,easy,43.5
22,female,b.tech,4.82,yes,4.2,good,group study,low,moderate,81.7
22,male,b.com,3.38,yes,8.7,poor,group study,low,moderate,50
19,female,diploma,5.38,yes,4.9,good,group study,high,easy,82.3
22,male,b.sc,0.7,yes,5.5,good,self-study,medium,moderate,57.9
24,other,b.com,2.76,yes,4.5,average,mixed,medium,hard,56.2
23,female,bba,1.44,yes,8.6,average,online videos,low,hard,46
